YEAR_STATION,YEAR,STATION,WOLF_EEL,SABLEFISH,ARROWTOOTH_FLOUNDER,PACIFIC_SANDDAB,SPECKLED_SANDDAB,SCULPIN,REX_SOLE,GREENLING,SLENDER_SOLE,PACIFIC_HAKE,DOVER_SOLE,LINGCOD,PAINTED_GREENLING,RIGHT_EYED_FLATFISH,TURBOT,SAND_SOLE,CABEZON,BROWN_ROCKFISH,DARKBLOTCHED_ROCKFISH,CALICO_ROCKFISH,SPLITNOSE_ROCKFISH,GREENSTRIPED_ROCKFISH,WIDOW_ROCKFISH,YELLOWTAIL_ROCKFISH,CHILIPEPPER,SQUARESPOT_ROCKFISH,SHORTBELLY_ROCKFISH,COWCOD,BLACK_ROCKFISH,BLACKGILL_ROCKFISH,BLUE_ROCKFISH,BOCACCIO,CANARY_ROCKFISH,YELLOWMOUTH_ROCKFISH,YELLOWEYE_ROCKFISH,BANK_ROCKFISH,STRIPETAIL_ROCKFISH,HALFBANDED_ROCKFISH,OLIVE_ROCKFISH,PYGMY_ROCKFISH,SHARPCHIN_ROCKFISH,ROCKFISH,ROSY_ROCKFISH_GROUP,PACIFIC_TOMCOD,COPPER_ROCKFISH_GROUP,IRISH_LORD,sdiv,nspec,eve,LCBD,LONDD,LATDD,PROVINCE,SURVEY,CRUISE,STATION_BOTTOM_DEPTH,AREA,ACTIVE,clust_6,core,cpue,MDS1,MDS2,MDS3,centroid_distance,rar50,fMDS1,fMDS2,fMDS3,centroid_distance_fd,feve,fric,fdiv
2004_482,2004,482,0,0,0,3.33220451,1.609437912,0,0,0,0,4.465908119,0,0,0,0,0,0,0,0,0,0,0,1.609437912,0,0,0,0,1.945910149,0.693147181,0,2.197224577,0,0.693147181,0,0,0,0,0,0,0,1.098612289,0.693147181,1.609437912,4.189654742,0,0.693147181,0,2.362063948,13,0.920900537,0.232553199,-117.5833333,32.91666667,SOUTH,RREAS,403,865,San Diego,Y,6,NO,24.83041685,-0.639244985,-0.3115287,0.133470321,0.383470918,8.070551754,-0.063188426,-0.07608528,0.044400205,0.129864889,0.751386,0.027809401,0.863616625
2005_103,2005,103,0,0,0,0.693147181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.65081012,-122.0150065,36.3,CENTRAL,RREAS,504,102,Point Sur,Y,3,NO,0.693147181,1.041028206,-0.317960306,0.603046781,1.278519052,NA,NA,NA,NA,NA,NA,NA,NA
2005_104,2005,104,0,0,0,0.693147181,0,0,0,0,0,1.386294361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.039720771,3,0.946391759,0.270223347,-122.0900065,36.3,CENTRAL,RREAS,504,354,Point Sur,Y,4,NO,2.772588722,0.32740951,-0.601037134,-0.209932539,0.638216399,NA,NA,NA,NA,NA,NA,NA,NA
2005_105,2005,105,0,0,0,0.693147181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,2,0.999992787,0.47849642,-122.1916667,36.3,CENTRAL,RREAS,504,828,Point Sur,Y,3,NO,1.386294361,0.622722357,-0.615480099,0.473613358,0.979156653,NA,NA,NA,NA,NA,NA,NA,NA
2005_109,2005,109,0,0,0,0.732408192,0.693147181,0,0,0,0,0.9026834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597253156,0,0,0,0,0,0,0,0,0,0,0,0,0.23104906,0.23104906,0,0,0,0,0,1.680450775,6,0.937876563,0.1788079,-122.0333333,36.58333333,CENTRAL,RREAS,504,608,Monterey Bay Outside,Y,3,YES,3.38759005,0.429159095,-0.389304099,-0.010895415,0.550816242,NA,-0.025707057,-0.313581253,0.028420841,0.314604747,0.708059,0.003737427,0.848156776
2005_110,2005,110,0,0,0,0.366204096,0.23104906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46209812,0,0,0,0,0,0,1.061215256,3,0.965956823,0.650503068,-122.175,36.58333333,CENTRAL,RREAS,504,2304,Monterey Bay Outside,Y,3,YES,1.059351277,1.050991357,-0.556160793,0.519195042,1.307500368,NA,NA,NA,NA,NA,NA,NA,NA
2005_112,2005,112,0,0,0,0.46209812,0.366204096,0,0,0,0,0.23104906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.061215256,3,0.965956823,0.492982502,-121.9466634,36.65500081,CENTRAL,RREAS,504,73,Monterey Bay Inside,Y,4,YES,1.059351277,0.968051138,-0.4364502,0.137072751,1.079547661,NA,NA,NA,NA,NA,NA,NA,NA
2005_113,2005,113,0,0,0,1.31708124,0.767528364,0,0,0,0,0,0,0,0,0,0,0,0.23104906,0,0,0,0,0,0,0,0,0,0.366204096,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,0,0,0,0,0,0,1.453660781,5,0.903209104,0.277282914,-122.05,36.64666748,CENTRAL,RREAS,504,900,Monterey Bay Outside,Y,3,YES,3.375009941,0.499045149,-0.167081546,0.441052562,0.727209701,NA,-0.104871195,-0.301776338,0.244580853,0.399764527,0.479465,0.000306577,0.756298301
2005_114,2005,114,0,0,0,1.541657604,0.9026834,0,0,0,0,0.366204096,0.23104906,0.23104906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366204096,0,0,0,0,0,0,0,0,0,1.521927651,6,0.849403205,0.209415525,-121.8666667,36.76666667,CENTRAL,RREAS,504,73,Monterey Bay Inside,Y,3,YES,3.638847318,0.493094705,-0.081921262,0.230250813,0.603801718,NA,0.133373732,-0.134071183,0.11613922,0.229576804,0.647341,0.029018232,0.709365111
2005_115,2005,115,0,0,0,0.46209812,0.46209812,0,0,0,0,0,0.536479304,0.23104906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46209812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23104906,0,0,0,0,1.741855047,6,0.972146907,0.402953124,-121.9083333,36.70833333,CENTRAL,RREAS,504,91,Monterey Bay Inside,Y,3,YES,2.384871786,0.679948891,-0.391363217,0.420974083,0.902349957,NA,0.07720796,-0.255298795,0.237461589,0.36030685,0.660123,0.001650029,0.7465618
2005_116,2005,116,0,0,0,1.229626485,0.46209812,0,0,0,0,1.059351277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23104906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.220058688,4,0.880084722,0.210004398,-121.9766602,36.73999837,CENTRAL,RREAS,504,287,Monterey Bay Inside,Y,3,YES,2.982124942,0.497780903,-0.317429603,-0.051282296,0.582360949,NA,NA,NA,NA,NA,NA,NA,NA
2005_117,2005,117,0,0,0,1.425555373,0.597253156,0,0,0,0,0.23104906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,0,0,0,0,0,0,0,0,0,0,0,0,0.23104906,0,0.23104906,0,0,0,0,1.540895699,6,0.859989464,0.178739519,-122.1083333,36.7,CENTRAL,RREAS,504,1920,Monterey Bay Outside,Y,3,YES,3.409102891,0.388787395,-0.257792227,0.293482414,0.564913941,NA,-0.023020748,-0.406046275,-0.1614952,0.435950779,0.530663,0.000216167,0.832834566
2005_119,2005,119,0,0,0,1.521449397,0.46209812,0,0,0,0.23104906,0,0.23104906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.055928858,4,0.76169029,0.352592662,-121.9833333,36.84666748,CENTRAL,RREAS,504,91,Monterey Bay Inside,Y,3,YES,2.445645638,0.652119304,-0.02021327,0.458876402,0.862310278,NA,NA,NA,NA,NA,NA,NA,NA
2005_123,2005,123,0,0,0,0.732408192,0.693147181,0,0,0,0.23104906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23104906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.249410977,4,0.901257885,0.345671145,-122.2916667,36.98333333,CENTRAL,RREAS,504,82,Davenport,Y,3,YES,1.887653493,0.745994901,-0.178188198,0.307816516,0.867349304,NA,NA,NA,NA,NA,NA,NA,NA
2005_124,2005,124,0,0,0,0.767528364,0,0,0,0,0.23104906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.540936297,2,0.780400483,0.614758941,-122.375,36.98333333,CENTRAL,RREAS,504,128,Davenport,Y,3,YES,0.998577425,0.974289623,-0.26527189,0.652517157,1.241251278,NA,NA,NA,NA,NA,NA,NA,NA
2005_125,2005,125,0,0,0,0.46209812,0.23104906,0,0,0,0,0,0.23104906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.039720771,3,0.946391759,0.605410046,-122.425,36.98333333,CENTRAL,RREAS,504,446,Davenport,Y,3,YES,0.924196241,1.091435694,-0.313644175,0.458903695,1.257805589,NA,NA,NA,NA,NA,NA,NA,NA
2005_126,2005,126,0,0,0,0.23104906,0.23104906,0,0,0,0,0.23104906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.098612289,3,0.999996966,0.627369606,-122.5916667,36.98333333,CENTRAL,RREAS,504,432,Davenport,Y,4,YES,0.693147181,1.091336925,-0.65183782,-0.014521708,1.259604738,NA,NA,NA,NA,NA,NA,NA,NA
2005_127,2005,127,0,0,0,0.597253156,0.597253156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23104906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.023901539,3,0.931992518,0.400231668,-122.7583333,36.98333333,CENTRAL,RREAS,504,1045,Davenport,Y,3,YES,1.425555373,0.817758773,-0.269456234,0.326127869,0.95082994,NA,NA,NA,NA,NA,NA,NA,NA
2005_131,2005,131,0,0,0,0.34657359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.783723041,-122.5666667,37.275,CENTRAL,RREAS,504,82,Pescadero,Y,3,YES,0.34657359,1.076844586,-0.645653453,0.812082281,1.504772514,NA,NA,NA,NA,NA,NA,NA,NA
2005_132,2005,132,0,0,0,1.445185879,0.549306144,0,0,0,0,0.34657359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.920731067,3,0.838082992,0.275779474,-122.65,37.275,CENTRAL,RREAS,504,95,Pescadero,Y,3,YES,2.341065614,0.631156379,-0.187427677,0.221716497,0.729847632,NA,NA,NA,NA,NA,NA,NA,NA
2005_133,2005,133,0,0,0,0.693147181,0,0,0,0,0,0.549306144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.686430577,2,0.990302845,0.49047312,-122.8166667,37.275,CENTRAL,RREAS,504,184,Pescadero,Y,4,YES,1.242453325,0.842114919,-0.579434156,-0.05292365,1.004085391,NA,NA,NA,NA,NA,NA,NA,NA
2005_134,2005,134,0,0,0,0.895879735,0,0,0,0,0,0.34657359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34657359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.987343017,3,0.898715617,0.40846798,-122.9833333,37.275,CENTRAL,RREAS,504,518,Pescadero,Y,3,YES,1.589026915,0.64847525,-0.598398084,0.240524366,0.891294991,NA,NA,NA,NA,NA,NA,NA,NA
2005_135,2005,135,0,0,0,0.693147181,1.386294361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.098612289,0,0,0,0,0,0,1.061215256,3,0.965956823,0.380336596,-123.15,37.275,CENTRAL,RREAS,504,950,Pescadero,Y,3,YES,3.17805383,0.673131695,0.017231179,0.460719482,0.885340697,NA,NA,NA,NA,NA,NA,NA,NA
2005_138,2005,138,0,0,0,0.549306144,0.895879735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34657359,0,0,0,0,1.026806916,3,0.934637098,0.39646156,-122.9083333,37.7,CENTRAL,RREAS,504,55,Gulf of the Farallones,Y,3,YES,1.791759469,0.813983857,-0.052281789,0.353529469,0.947871251,NA,NA,NA,NA,NA,NA,NA,NA
2005_139,2005,139,0,0,0,0,0,0,0,0,0,0,0,0,0,1.098612289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.098612289,0,0,0,0,0.693147181,2,0.999992787,0.827256675,-122.8666667,37.79166667,CENTRAL,RREAS,504,55,Gulf of the Farallones,Y,5,YES,2.197224577,0.105053061,1.209317471,0.924701066,1.643206122,NA,NA,NA,NA,NA,NA,NA,NA
2005_154,2005,154,0,0,0,0,0.34657359,0,0,0,0,0.34657359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,2,0.999992787,0.659138171,-123.2083333,37.65833333,CENTRAL,RREAS,504,1301,Farallones Outside,Y,4,YES,0.693147181,1.077773746,-0.640041424,-0.362076236,1.284489903,NA,NA,NA,NA,NA,NA,NA,NA
2005_156,2005,156,0,0,0,0,0.23104906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.849509669,-123.1383301,37.74333496,CENTRAL,RREAS,504,91,Farallones Outside,Y,4,YES,0.23104906,1.47952778,-0.562382606,-0.034628324,1.591766061,NA,NA,NA,NA,NA,NA,NA,NA
2005_160,2005,160,0,0,0,0.23104906,0,0,0,0,0,0.366204096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23104906,0,0,0,0,1.073127609,3,0.976799881,0.671532686,-123.3166667,37.88333333,CENTRAL,RREAS,504,91,Farallones Outside,Y,4,YES,0.828302217,0.933373888,-0.896896645,-0.238742806,1.271005541,NA,NA,NA,NA,NA,NA,NA,NA
2005_162,2005,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23104906,0,0,0,0,0,0,0,1,0,0.990824689,-123.5,37.88333333,CENTRAL,RREAS,504,1328,Farallones Outside,Y,5,YES,0.23104906,-0.248984981,-2.026879023,0.082977602,1.925347771,NA,NA,NA,NA,NA,NA,NA,NA
2005_170,2005,170,0,0,0,0.34657359,0.34657359,0,0,0,0,1.039720771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.950270539,3,0.864970896,0.395790317,-123.3666667,38.16666667,CENTRAL,RREAS,504,183,Point Reyes,Y,4,YES,1.732867951,0.668859177,-0.548222054,-0.313335131,0.882520871,NA,NA,NA,NA,NA,NA,NA,NA
2005_171,2005,171,0,0,0,0.549306144,0.549306144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,2,0.999992787,0.482987635,-123.4833333,38.16666667,CENTRAL,RREAS,504,400,Point Reyes,Y,3,YES,1.098612289,0.958310074,-0.201163017,0.334002625,1.075491481,NA,NA,NA,NA,NA,NA,NA,NA
2005_183,2005,183,0,0,0,2.48490665,0,0,0,0,0,0,0,0,0,1.386294361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.652319768,2,0.941091705,0.469683432,-123.2333333,38.46666667,CENTRAL,RREAS,504,53,Fort Ross,Y,3,NO,3.871201011,0.350042853,0.289033883,0.814074931,1.021459611,2,NA,NA,NA,NA,NA,NA,NA
2005_237,2005,237,0,0,0,0.34657359,0.34657359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.895879735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.242453325,0,0,0,0,1.239734438,4,0.89427775,0.411160681,-122.8316732,37.59666748,CENTRAL,RREAS,504,74,Gulf of the Farallones,Y,3,YES,2.83148024,0.301837538,-0.623152237,0.591180192,0.87877144,NA,NA,NA,NA,NA,NA,NA,NA
2005_401,2005,401,0,0,0,0.34657359,0.693147181,0,0,0,0,5.856486165,0,0,0.34657359,0,0,0,0,0,0,0,0,0.693147181,0,0,0.34657359,3.781859834,6.003035863,0,0,0.895879735,0,0.693147181,0,0,0,0.804718956,0.549306144,2.750629105,0,1.935600505,0,3.127875021,4.280605038,0,0,0,2.366095496,16,0.853388367,0.409486152,-118.2,32.71666667,SOUTH,RREAS,504,1586,San Clemente,Y,6,NO,33.10515868,-0.939377777,-0.423129011,-0.082704859,0.757402298,5.540668111,-0.098087632,0.008914174,-0.099107174,0.08330296,0.786166,0.116015134,0.877128939
2005_402,2005,402,0,0,0,1.151292546,2.012675845,0,0,0,0,4.433361334,0,0,0.549306144,0,0,0,0,0,0,0,0,0.693147181,0,0,0,3.205087441,4.251749932,0.693147181,0,0.693147181,0,1.386294361,0,0,0,0.804718956,0,1.975621859,0,0.549306144,0,2.694535865,3.625672492,0,0,0,2.466080869,15,0.910647912,0.286284249,-118.4533366,32.71666667,SOUTH,RREAS,504,222,San Clemente,Y,6,NO,28.71906446,-0.774906198,-0.330624022,0.073682596,0.532424244,7.775538863,-0.098071154,0.008998118,-0.099129488,0.083337044,0.728927,0.116022195,0.846170772
2005_403,2005,403,0,0,0,0.34657359,1.445185879,0,0,0,0,5.239685156,0,0,0.34657359,0,0,0,0,0,0,0,0,0,0,0,0,3.057946063,5.686693749,0.34657359,0,0,0,2.433767225,0,0,0,0.34657359,0,3.134548142,0,0.693147181,0,2.644133515,2.518476301,0,0,0,2.227674626,13,0.86850602,0.351289821,-118.7483398,32.71666667,SOUTH,RREAS,504,1253,San Clemente,Y,6,NO,28.23987757,-0.864136362,-0.37832505,-0.060836516,0.674958405,4.901788422,-0.107361865,0.018103858,-0.102403556,0.08348362,0.71232,0.109501602,0.866349834
2005_404,2005,404,0,0,0,0.34657359,0,0,0,0,0,3.793148154,0,0,0.34657359,0,0,0,0,0,0,0,0,0,0,0,0,2.221325628,1.81879308,0,0,0,0,0.693147181,0,0,0,0,0,0.895879735,0,0,0,0.895879735,0.972955075,0,0,0,1.924063294,9,0.8756785,0.301745073,-119.0166667,32.71666667,SOUTH,RREAS,504,777,San Clemente,Y,2,NO,11.98427577,-0.590349031,-0.568150815,-0.266052647,0.675059365,2.103610428,-0.202881314,0.090378712,-0.163202849,0.174809641,0.81526,0.057510919,0.776410186
2005_411,2005,411,0,0,0,1.777674031,0.34657359,0,0,0,0,4.735852068,0,0,0,0,0,0,0,0,0,0,0,0.549306144,0,0,0.34657359,1.386294361,3.170179652,0,0,0,0,0.693147181,0,0,0,0,0,1.242453325,0,0.34657359,0,2.524928004,1.666102255,0,0.34657359,0,2.224591611,13,0.867304042,0.196099237,-119.2866699,33.68999837,SOUTH,RREAS,504,892,San Nicolas,Y,6,NO,19.13223138,-0.610903853,-0.349821199,-0.033809523,0.45030395,5.791790443,-0.119364264,-0.022088197,-0.045441396,0.03633587,0.725011,0.053326408,0.851006649
2005_412,2005,412,0,0,0,1.892094817,0.895879735,0,0,0,0,4.740183755,0,0,0,0,0,0,0,0,0,0,0,1.242453325,0,0,0,1.386294361,4.352416955,0.34657359,0,0.34657359,0,2.16536667,0,0,0,0,0,2.57952765,0,1.198947636,0,2.505317647,3.524627421,0,0,0,2.347487019,13,0.915217413,0.275204713,-119.4483398,33.58666585,SOUTH,RREAS,504,1874,San Nicolas,Y,6,NO,27.17625715,-0.754090173,-0.341772621,0.050873867,0.523050228,6.739923205,-0.105495033,-0.029348557,-0.047671247,0.050406561,0.763082,0.059478424,0.841488693
2005_413,2005,413,0,0,0,0.693147181,0,0,0,0,0,5.85220248,0,0,0.693147181,0,0,0,0,0,0,0,0,0,0,0,0,1.609437912,2.995732274,0,0,0,0,1.945910149,0,0,0,0,0,2.48490665,0,0,0,2.564949357,1.791759469,0,0,0,2.013641731,9,0.916447382,0.348268759,-119.6049967,33.48666585,SOUTH,RREAS,504,775,San Nicolas,Y,6,NO,20.63119265,-0.804977346,-0.460500257,-0.181076468,0.709891089,5.17737668,-0.202881314,0.090378712,-0.163202849,0.174809641,0.668629,0.057510919,0.810610842
2005_414,2005,414,0,0,0,0,0.693147181,0,0,0,0,1.098612289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.386294361,0,0,0,0,0,0,0,0,0,0,1.098612289,0,0,0,0,0,0,0,0,1.358378418,4,0.979861137,0.281481743,-119.7633301,33.38333333,SOUTH,RREAS,504,103,San Nicolas,Y,4,NO,4.276666119,0.081083074,-0.707930306,-0.149495882,0.689912354,NA,NA,NA,NA,NA,NA,NA,NA
2005_422,2005,422,0,0,0,1.014840813,0,0,0,0,1.245889873,4.016238945,0,0.366204096,0.23104906,0,0,0,0,0.366204096,0,0.366204096,0,0,0,0,0.23104906,1.606760522,2.796453273,0,0,0,0,0,0,0,0,0,0,2.260730685,0,0,0,1.439162705,0.23104906,0,0,0,2.179793856,13,0.84983869,0.240348626,-120.3,34.31833496,SOUTH,RREAS,504,380,San Miguel,Y,2,NO,16.17183628,-0.609756374,-0.405359124,-0.177878082,0.564506206,6.130863416,-0.034461603,0.042311538,-0.099450964,0.133181624,0.690164,0.195563624,0.828961397
2005_423,2005,423,0,0,0,0,0.549306144,0,0,0,0.804718956,1.666102255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,0,0,0,0,0.34657359,0,0,0,0,0,0.972955075,0,0,0,0.972955075,0,0,0,0,1.847341281,7,0.949344925,0.276610551,-120.4716634,34.17666829,SOUTH,RREAS,504,122,San Miguel,Y,4,NO,6.005758276,-0.049983052,-0.647600602,-0.32926229,0.730533955,6,-0.161195551,0.101550078,0.037194667,0.120088575,0.882136,0.023930478,0.841623751
2005_424,2005,424,0,0,0,0,1.945910149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.543776808,-120.5783366,34.06999919,SOUTH,RREAS,504,190,San Miguel,Y,3,NO,1.945910149,0.957815964,0.167528633,0.21285246,1.321372651,NA,NA,NA,NA,NA,NA,NA,NA
2005_425,2005,425,0,0,0,1.098612289,1.098612289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,2,0.999992787,0.305740273,-120.7116699,33.91833496,SOUTH,RREAS,504,1848,San Miguel,Y,3,NO,2.197224577,0.662231539,-0.021887363,0.283198114,0.980274783,NA,NA,NA,NA,NA,NA,NA,NA
2005_441,2005,441,0,0,0,0.895879735,0,0,0,0,0,0,0,0,0,0,0,0,0.34657359,0,0,0,0,0,0,0,0,0,0.34657359,0,0,0,0,0,0,0,0,0,0.34657359,0,0,0,0,0,0,0,0,0,1.28051034,4,0.923691293,0.488832213,-121.3633301,35.70333252,CENTRAL,RREAS,504,60,Piedras Blancas,Y,3,NO,1.935600505,0.57584387,-0.535628512,0.647184897,1.015520647,NA,NA,NA,NA,NA,NA,NA,NA
2005_442,2005,442,0,0,0,0.895879735,1.039720771,0,0,0,0,0.804718956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.549306144,0,0,0,0,0,0,1.361591293,4,0.982178731,0.216420473,-121.4299967,35.70333252,CENTRAL,RREAS,504,167,Piedras Blancas,Y,3,NO,3.289625606,0.541857866,-0.236310712,0.02193609,0.605018742,NA,NA,NA,NA,NA,NA,NA,NA
2005_443,2005,443,0,0,0,0.693147181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.386294361,0,0,0,0,0,0,0.636514168,2,0.91828921,0.672537658,-121.5083333,35.70333252,CENTRAL,RREAS,504,557,Piedras Blancas,Y,3,NO,2.079441542,0.775249673,-0.349326361,0.977092739,1.325571083,NA,NA,NA,NA,NA,NA,NA,NA
2005_444,2005,444,0,0,0,0,0.693147181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.098612289,0,0,0,0,0,0,0.667319472,2,0.962731548,0.675791655,-121.7,35.70333252,CENTRAL,RREAS,504,885,Piedras Blancas,Y,3,NO,1.791759469,1.258765575,-0.019074892,0.078436604,1.315498179,NA,NA,NA,NA,NA,NA,NA,NA
2005_453,2005,453,0,0,0,0.549306144,0.804718956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675249078,2,0.974171469,0.432828543,-123.3866699,38.46666667,CENTRAL,RREAS,504,115,Fort Ross,Y,3,NO,1.354025101,0.89154564,-0.119153194,0.303650819,0.998976706,NA,NA,NA,NA,NA,NA,NA,NA
2005_454,2005,454,0,0,0,0,0.34657359,0,0,0,0,0.34657359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,2,0.999992787,0.659138171,-123.7099935,38.46666667,CENTRAL,RREAS,504,910,Fort Ross,Y,4,NO,0.693147181,1.077773746,-0.640041424,-0.362076236,1.284489903,NA,NA,NA,NA,NA,NA,NA,NA
2005_455,2005,455,0,0,0,0,0.34657359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.789759427,-124.0583333,38.46666667,CENTRAL,RREAS,504,3263,Fort Ross,Y,4,NO,0.34657359,1.412702284,-0.432218923,-0.023245848,1.494918222,NA,NA,NA,NA,NA,NA,NA,NA
2005_463,2005,463,0,0,0,0.549306144,0.34657359,0,0,0,0,1.868834809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34657359,0,0,0,0,0,0,0,0.549306144,0,0,0,0,0,0,0.34657359,0,0,0,0,0,0,1.53564975,6,0.857061647,0.275896861,-124,39.13333333,CENTRAL,RREAS,504,404,Navarro,Y,4,NO,4.007167869,0.323550303,-0.427337455,-0.463657345,0.647399912,3,-0.029613521,-0.283120776,-0.033891244,0.284833469,0.777151,0.008892701,0.867433516
